GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
dubbo-demo-xml-provider/dubbo-remoting-netty4,org.apache.dubbo.remoting.transport.netty4,NettyServer,223,0,16,0,56,0,16,0,8,0
dubbo-demo-xml-provider/dubbo-remoting-netty4,org.apache.dubbo.remoting.transport.netty4,NettyBackedChannelBuffer,478,0,10,0,126,0,67,0,62,0
dubbo-demo-xml-provider/dubbo-remoting-netty4,org.apache.dubbo.remoting.transport.netty4,NettyServerHandler,175,0,8,0,42,0,13,0,9,0
dubbo-demo-xml-provider/dubbo-remoting-netty4,org.apache.dubbo.remoting.transport.netty4,NettyClient,267,0,22,0,55,0,19,0,8,0
dubbo-demo-xml-provider/dubbo-remoting-netty4,org.apache.dubbo.remoting.transport.netty4,NettyChannelManager,56,0,0,0,11,0,5,0,5,0
dubbo-demo-xml-provider/dubbo-remoting-netty4,org.apache.dubbo.remoting.transport.netty4,NettyServer.new ChannelInitializer() {...},52,0,0,0,9,0,2,0,2,0
dubbo-demo-xml-provider/dubbo-remoting-netty4,org.apache.dubbo.remoting.transport.netty4,NettyCodecAdapter,32,0,0,0,9,0,3,0,3,0
dubbo-demo-xml-provider/dubbo-remoting-netty4,org.apache.dubbo.remoting.transport.netty4,DirectServiceUtil,3,0,0,0,1,0,1,0,1,0
dubbo-demo-xml-provider/dubbo-remoting-netty4,org.apache.dubbo.remoting.transport.netty4,NettyClientHandler,217,0,14,0,57,0,17,0,10,0
dubbo-demo-xml-provider/dubbo-remoting-netty4,org.apache.dubbo.remoting.transport.netty4.logging,FormattingTuple,64,0,4,0,19,0,9,0,7,0
dubbo-demo-xml-provider/dubbo-remoting-netty4,org.apache.dubbo.remoting.transport.netty4.logging,MessageFormatter,685,0,86,0,153,0,61,0,18,0
dubbo-demo-xml-provider/dubbo-serialization-hessian2,org.apache.dubbo.common.serialize.hessian2,Hessian2Serialization,17,0,0,0,5,0,5,0,5,0
dubbo-demo-xml-provider/dubbo-serialization-hessian2,org.apache.dubbo.common.serialize.hessian2,Hessian2SerializerFactory,8,0,0,0,2,0,2,0,2,0
dubbo-demo-xml-provider/dubbo-serialization-hessian2,org.apache.dubbo.common.serialize.hessian2,Hessian2ObjectOutput,75,0,0,0,28,0,13,0,13,0
dubbo-demo-xml-provider/dubbo-serialization-hessian2,org.apache.dubbo.common.serialize.hessian2,Hessian2ObjectInput,65,0,0,0,16,0,13,0,13,0
dubbo-demo-xml-provider/dubbo-configcenter-zookeeper,org.apache.dubbo.configcenter.support.zookeeper,ZookeeperDynamicConfigurationFactory,14,0,0,0,4,0,3,0,3,0
dubbo-demo-xml-provider/dubbo-configcenter-zookeeper,org.apache.dubbo.configcenter.support.zookeeper,CacheListener,133,0,22,0,37,0,19,0,7,0
